source_file,modified_file,transformation,parameters,width,height,label
artworks_met/cma_0071_92937.jpg,artworks_met/rotate/cma_0071_92937_rotate.jpg,rotate,angle=10;expand=false,1194,893,plagiarized
artworks_met/cma_0071_92937.jpg,artworks_met/watermark/cma_0071_92937_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1194,893,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/blur/cma_0072_151904_blur.jpg,blur,gaussian_radius=3.0,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/brightness/cma_0072_151904_brightness.jpg,brightness,factor=1.35,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/compress/cma_0072_151904_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/contrast/cma_0072_151904_contrast.jpg,contrast,factor=1.40,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/crop/cma_0072_151904_crop.jpg,crop,center_crop=85%;resize_to_original=true,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/resize/cma_0072_151904_resize.jpg,resize,scale=50%;output_size=632x418;quality=92,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/rotate/cma_0072_151904_rotate.jpg,rotate,angle=10;expand=false,1263,835,plagiarized
artworks_met/cma_0072_151904.jpg,artworks_met/watermark/cma_0072_151904_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1263,835,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/blur/cma_0073_110180_blur.jpg,blur,gaussian_radius=3.0,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/brightness/cma_0073_110180_brightness.jpg,brightness,factor=1.35,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/compress/cma_0073_110180_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/contrast/cma_0073_110180_contrast.jpg,contrast,factor=1.40,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/crop/cma_0073_110180_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/resize/cma_0073_110180_resize.jpg,resize,scale=50%;output_size=450x356;quality=92,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/rotate/cma_0073_110180_rotate.jpg,rotate,angle=10;expand=false,900,711,plagiarized
artworks_met/cma_0073_110180.jpg,artworks_met/watermark/cma_0073_110180_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,711,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/blur/cma_0074_137259_blur.jpg,blur,gaussian_radius=3.0,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/brightness/cma_0074_137259_brightness.jpg,brightness,factor=1.35,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/compress/cma_0074_137259_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/contrast/cma_0074_137259_contrast.jpg,contrast,factor=1.40,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/crop/cma_0074_137259_crop.jpg,crop,center_crop=85%;resize_to_original=true,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/resize/cma_0074_137259_resize.jpg,resize,scale=50%;output_size=342x446;quality=92,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/rotate/cma_0074_137259_rotate.jpg,rotate,angle=10;expand=false,684,893,plagiarized
artworks_met/cma_0074_137259.jpg,artworks_met/watermark/cma_0074_137259_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,684,893,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/blur/cma_0075_141639_blur.jpg,blur,gaussian_radius=3.0,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/brightness/cma_0075_141639_brightness.jpg,brightness,factor=1.35,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/compress/cma_0075_141639_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/contrast/cma_0075_141639_contrast.jpg,contrast,factor=1.40,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/crop/cma_0075_141639_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/resize/cma_0075_141639_resize.jpg,resize,scale=50%;output_size=450x281;quality=92,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/rotate/cma_0075_141639_rotate.jpg,rotate,angle=10;expand=false,900,562,plagiarized
artworks_met/cma_0075_141639.jpg,artworks_met/watermark/cma_0075_141639_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,562,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/blur/cma_0076_149410_blur.jpg,blur,gaussian_radius=3.0,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/brightness/cma_0076_149410_brightness.jpg,brightness,factor=1.35,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/compress/cma_0076_149410_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/contrast/cma_0076_149410_contrast.jpg,contrast,factor=1.40,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/crop/cma_0076_149410_crop.jpg,crop,center_crop=85%;resize_to_original=true,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/resize/cma_0076_149410_resize.jpg,resize,scale=50%;output_size=350x450;quality=92,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/rotate/cma_0076_149410_rotate.jpg,rotate,angle=10;expand=false,700,900,plagiarized
artworks_met/cma_0076_149410.jpg,artworks_met/watermark/cma_0076_149410_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,700,900,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/blur/cma_0077_149112_blur.jpg,blur,gaussian_radius=3.0,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/brightness/cma_0077_149112_brightness.jpg,brightness,factor=1.35,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/compress/cma_0077_149112_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/contrast/cma_0077_149112_contrast.jpg,contrast,factor=1.40,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/crop/cma_0077_149112_crop.jpg,crop,center_crop=85%;resize_to_original=true,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/resize/cma_0077_149112_resize.jpg,resize,scale=50%;output_size=375x313;quality=92,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/rotate/cma_0077_149112_rotate.jpg,rotate,angle=10;expand=false,750,626,plagiarized
artworks_met/cma_0077_149112.jpg,artworks_met/watermark/cma_0077_149112_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,750,626,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/blur/cma_0078_125249_blur.jpg,blur,gaussian_radius=3.0,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/brightness/cma_0078_125249_brightness.jpg,brightness,factor=1.35,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/compress/cma_0078_125249_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/contrast/cma_0078_125249_contrast.jpg,contrast,factor=1.40,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/crop/cma_0078_125249_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/resize/cma_0078_125249_resize.jpg,resize,scale=50%;output_size=450x359;quality=92,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/rotate/cma_0078_125249_rotate.jpg,rotate,angle=10;expand=false,900,718,plagiarized
artworks_met/cma_0078_125249.jpg,artworks_met/watermark/cma_0078_125249_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,718,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/blur/cma_0079_135299_blur.jpg,blur,gaussian_radius=3.0,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/brightness/cma_0079_135299_brightness.jpg,brightness,factor=1.35,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/compress/cma_0079_135299_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/contrast/cma_0079_135299_contrast.jpg,contrast,factor=1.40,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/crop/cma_0079_135299_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/resize/cma_0079_135299_resize.jpg,resize,scale=50%;output_size=450x448;quality=92,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/rotate/cma_0079_135299_rotate.jpg,rotate,angle=10;expand=false,900,897,plagiarized
artworks_met/cma_0079_135299.jpg,artworks_met/watermark/cma_0079_135299_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,897,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/blur/cma_0080_93014_blur.jpg,blur,gaussian_radius=3.0,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/brightness/cma_0080_93014_brightness.jpg,brightness,factor=1.35,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/compress/cma_0080_93014_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/contrast/cma_0080_93014_contrast.jpg,contrast,factor=1.40,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/crop/cma_0080_93014_crop.jpg,crop,center_crop=85%;resize_to_original=true,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/resize/cma_0080_93014_resize.jpg,resize,scale=50%;output_size=632x388;quality=92,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/rotate/cma_0080_93014_rotate.jpg,rotate,angle=10;expand=false,1263,775,plagiarized
artworks_met/cma_0080_93014.jpg,artworks_met/watermark/cma_0080_93014_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1263,775,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/blur/cma_0081_135382_blur.jpg,blur,gaussian_radius=3.0,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/brightness/cma_0081_135382_brightness.jpg,brightness,factor=1.35,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/compress/cma_0081_135382_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/contrast/cma_0081_135382_contrast.jpg,contrast,factor=1.40,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/crop/cma_0081_135382_crop.jpg,crop,center_crop=85%;resize_to_original=true,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/resize/cma_0081_135382_resize.jpg,resize,scale=50%;output_size=362x450;quality=92,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/rotate/cma_0081_135382_rotate.jpg,rotate,angle=10;expand=false,723,900,plagiarized
artworks_met/cma_0081_135382.jpg,artworks_met/watermark/cma_0081_135382_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,723,900,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/blur/cma_0082_128391_blur.jpg,blur,gaussian_radius=3.0,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/brightness/cma_0082_128391_brightness.jpg,brightness,factor=1.35,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/compress/cma_0082_128391_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/contrast/cma_0082_128391_contrast.jpg,contrast,factor=1.40,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/crop/cma_0082_128391_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/resize/cma_0082_128391_resize.jpg,resize,scale=50%;output_size=450x380;quality=92,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/rotate/cma_0082_128391_rotate.jpg,rotate,angle=10;expand=false,900,759,plagiarized
artworks_met/cma_0082_128391.jpg,artworks_met/watermark/cma_0082_128391_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,759,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/blur/cma_0083_140161_blur.jpg,blur,gaussian_radius=3.0,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/brightness/cma_0083_140161_brightness.jpg,brightness,factor=1.35,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/compress/cma_0083_140161_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/contrast/cma_0083_140161_contrast.jpg,contrast,factor=1.40,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/crop/cma_0083_140161_crop.jpg,crop,center_crop=85%;resize_to_original=true,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/resize/cma_0083_140161_resize.jpg,resize,scale=50%;output_size=365x450;quality=92,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/rotate/cma_0083_140161_rotate.jpg,rotate,angle=10;expand=false,730,900,plagiarized
artworks_met/cma_0083_140161.jpg,artworks_met/watermark/cma_0083_140161_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,730,900,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/blur/cma_0084_125104_blur.jpg,blur,gaussian_radius=3.0,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/brightness/cma_0084_125104_brightness.jpg,brightness,factor=1.35,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/compress/cma_0084_125104_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/contrast/cma_0084_125104_contrast.jpg,contrast,factor=1.40,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/crop/cma_0084_125104_crop.jpg,crop,center_crop=85%;resize_to_original=true,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/resize/cma_0084_125104_resize.jpg,resize,scale=50%;output_size=450x157;quality=92,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/rotate/cma_0084_125104_rotate.jpg,rotate,angle=10;expand=false,900,314,plagiarized
artworks_met/cma_0084_125104.jpg,artworks_met/watermark/cma_0084_125104_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,900,314,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/blur/cma_0085_138464_blur.jpg,blur,gaussian_radius=3.0,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/brightness/cma_0085_138464_brightness.jpg,brightness,factor=1.35,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/compress/cma_0085_138464_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/contrast/cma_0085_138464_contrast.jpg,contrast,factor=1.40,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/crop/cma_0085_138464_crop.jpg,crop,center_crop=85%;resize_to_original=true,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/resize/cma_0085_138464_resize.jpg,resize,scale=50%;output_size=590x446;quality=92,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/rotate/cma_0085_138464_rotate.jpg,rotate,angle=10;expand=false,1180,893,plagiarized
artworks_met/cma_0085_138464.jpg,artworks_met/watermark/cma_0085_138464_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1180,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/blur/cma_0086_127571_blur.jpg,blur,gaussian_radius=3.0,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/brightness/cma_0086_127571_brightness.jpg,brightness,factor=1.35,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/compress/cma_0086_127571_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/contrast/cma_0086_127571_contrast.jpg,contrast,factor=1.40,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/crop/cma_0086_127571_crop.jpg,crop,center_crop=85%;resize_to_original=true,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/resize/cma_0086_127571_resize.jpg,resize,scale=50%;output_size=412x446;quality=92,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/rotate/cma_0086_127571_rotate.jpg,rotate,angle=10;expand=false,824,893,plagiarized
artworks_met/cma_0086_127571.jpg,artworks_met/watermark/cma_0086_127571_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,824,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/blur/cma_0087_109245_blur.jpg,blur,gaussian_radius=3.0,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/brightness/cma_0087_109245_brightness.jpg,brightness,factor=1.35,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/compress/cma_0087_109245_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/contrast/cma_0087_109245_contrast.jpg,contrast,factor=1.40,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/crop/cma_0087_109245_crop.jpg,crop,center_crop=85%;resize_to_original=true,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/resize/cma_0087_109245_resize.jpg,resize,scale=50%;output_size=445x446;quality=92,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/rotate/cma_0087_109245_rotate.jpg,rotate,angle=10;expand=false,890,893,plagiarized
artworks_met/cma_0087_109245.jpg,artworks_met/watermark/cma_0087_109245_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,890,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/blur/cma_0088_122349_blur.jpg,blur,gaussian_radius=3.0,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/brightness/cma_0088_122349_brightness.jpg,brightness,factor=1.35,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/compress/cma_0088_122349_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/contrast/cma_0088_122349_contrast.jpg,contrast,factor=1.40,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/crop/cma_0088_122349_crop.jpg,crop,center_crop=85%;resize_to_original=true,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/resize/cma_0088_122349_resize.jpg,resize,scale=50%;output_size=388x446;quality=92,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/rotate/cma_0088_122349_rotate.jpg,rotate,angle=10;expand=false,777,893,plagiarized
artworks_met/cma_0088_122349.jpg,artworks_met/watermark/cma_0088_122349_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,777,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/blur/cma_0089_160885_blur.jpg,blur,gaussian_radius=3.0,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/brightness/cma_0089_160885_brightness.jpg,brightness,factor=1.35,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/compress/cma_0089_160885_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/contrast/cma_0089_160885_contrast.jpg,contrast,factor=1.40,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/crop/cma_0089_160885_crop.jpg,crop,center_crop=85%;resize_to_original=true,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/resize/cma_0089_160885_resize.jpg,resize,scale=50%;output_size=332x446;quality=92,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/rotate/cma_0089_160885_rotate.jpg,rotate,angle=10;expand=false,664,893,plagiarized
artworks_met/cma_0089_160885.jpg,artworks_met/watermark/cma_0089_160885_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,664,893,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/blur/cma_0090_140408_blur.jpg,blur,gaussian_radius=3.0,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/brightness/cma_0090_140408_brightness.jpg,brightness,factor=1.35,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/compress/cma_0090_140408_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/contrast/cma_0090_140408_contrast.jpg,contrast,factor=1.40,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/crop/cma_0090_140408_crop.jpg,crop,center_crop=85%;resize_to_original=true,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/resize/cma_0090_140408_resize.jpg,resize,scale=50%;output_size=632x446;quality=92,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/rotate/cma_0090_140408_rotate.jpg,rotate,angle=10;expand=false,1263,892,plagiarized
artworks_met/cma_0090_140408.jpg,artworks_met/watermark/cma_0090_140408_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,1263,892,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/blur/cma_0091_117032_blur.jpg,blur,gaussian_radius=3.0,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/brightness/cma_0091_117032_brightness.jpg,brightness,factor=1.35,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/compress/cma_0091_117032_compress.jpg,compress,jpeg_quality=40;dimensions_unchanged=true,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/contrast/cma_0091_117032_contrast.jpg,contrast,factor=1.40,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/crop/cma_0091_117032_crop.jpg,crop,center_crop=85%;resize_to_original=true,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/resize/cma_0091_117032_resize.jpg,resize,scale=50%;output_size=348x450;quality=92,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/rotate/cma_0091_117032_rotate.jpg,rotate,angle=10;expand=false,697,900,plagiarized
artworks_met/cma_0091_117032.jpg,artworks_met/watermark/cma_0091_117032_watermark.jpg,watermark,text=EVALUATION COPY;position=center;angle=15;width=68%;high_visibility=true,697,900,plagiarized
artworks_met/cma_0092_135428.jpg,artworks_met/blur/cma_0092_135428_blur.jpg,blur,gaussian_radius=3.0,1263,866,plagiarized
artworks_met/cma_0092_135428.jpg,artworks_met/brightness/cma_0092_135428_brightness.jpg,brightness,factor=1.35,1263,866,plagiarized
