image_a,image_b,label,transformation,pair_type
artworks_met/cma_0092_135428.jpg,artworks_met/blur/cma_0093_131819_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0093_131819.jpg,artworks_met/blur/cma_0093_131819_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0093_131819.jpg,artworks_met/blur/cma_0094_150389_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0094_150389.jpg,artworks_met/blur/cma_0094_150389_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0094_150389.jpg,artworks_met/blur/cma_0095_148758_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0095_148758.jpg,artworks_met/blur/cma_0095_148758_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0095_148758.jpg,artworks_met/blur/cma_0096_138359_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0096_138359.jpg,artworks_met/blur/cma_0096_138359_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0096_138359.jpg,artworks_met/blur/cma_0097_98268_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0097_98268.jpg,artworks_met/blur/cma_0097_98268_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0097_98268.jpg,artworks_met/blur/cma_0098_122351_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0098_122351.jpg,artworks_met/blur/cma_0098_122351_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0098_122351.jpg,artworks_met/blur/cma_0099_126769_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0099_126769.jpg,artworks_met/blur/cma_0099_126769_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0099_126769.jpg,artworks_met/blur/cma_0100_135661_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0100_135661.jpg,artworks_met/blur/cma_0100_135661_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0100_135661.jpg,artworks_met/blur/cma_0101_135214_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0101_135214.jpg,artworks_met/blur/cma_0101_135214_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0101_135214.jpg,artworks_met/blur/cma_0102_97155_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0102_97155.jpg,artworks_met/blur/cma_0102_97155_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0102_97155.jpg,artworks_met/blur/cma_0103_134072_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0103_134072.jpg,artworks_met/blur/cma_0103_134072_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0103_134072.jpg,artworks_met/blur/cma_0104_124089_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0104_124089.jpg,artworks_met/blur/cma_0104_124089_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0104_124089.jpg,artworks_met/blur/cma_0105_136510_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0105_136510.jpg,artworks_met/blur/cma_0105_136510_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0105_136510.jpg,artworks_met/blur/cma_0106_155783_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0106_155783.jpg,artworks_met/blur/cma_0106_155783_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0106_155783.jpg,artworks_met/blur/cma_0107_136911_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0107_136911.jpg,artworks_met/blur/cma_0107_136911_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0107_136911.jpg,artworks_met/blur/cma_0108_147017_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0108_147017.jpg,artworks_met/blur/cma_0108_147017_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0108_147017.jpg,artworks_met/blur/cma_0109_143602_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0109_143602.jpg,artworks_met/blur/cma_0109_143602_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0109_143602.jpg,artworks_met/blur/cma_0110_135539_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0110_135539.jpg,artworks_met/blur/cma_0110_135539_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0110_135539.jpg,artworks_met/blur/cma_0111_149768_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0111_149768.jpg,artworks_met/blur/cma_0111_149768_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0111_149768.jpg,artworks_met/blur/cma_0112_156112_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0112_156112.jpg,artworks_met/blur/cma_0112_156112_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0112_156112.jpg,artworks_met/blur/cma_0113_111811_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0113_111811.jpg,artworks_met/blur/cma_0113_111811_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0113_111811.jpg,artworks_met/blur/cma_0114_155665_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0114_155665.jpg,artworks_met/blur/cma_0114_155665_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0114_155665.jpg,artworks_met/blur/cma_0115_122338_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0115_122338.jpg,artworks_met/blur/cma_0115_122338_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0115_122338.jpg,artworks_met/blur/cma_0116_123985_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0116_123985.jpg,artworks_met/blur/cma_0116_123985_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0116_123985.jpg,artworks_met/blur/cma_0117_149665_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0117_149665.jpg,artworks_met/blur/cma_0117_149665_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0117_149665.jpg,artworks_met/blur/cma_0118_171296_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0118_171296.jpg,artworks_met/blur/cma_0118_171296_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0118_171296.jpg,artworks_met/blur/cma_0119_148753_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0119_148753.jpg,artworks_met/blur/cma_0119_148753_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0119_148753.jpg,artworks_met/blur/cma_0120_106841_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0120_106841.jpg,artworks_met/blur/cma_0120_106841_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0120_106841.jpg,artworks_met/blur/cma_0121_135920_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0121_135920.jpg,artworks_met/blur/cma_0121_135920_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0121_135920.jpg,artworks_met/blur/cma_0122_128392_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0122_128392.jpg,artworks_met/blur/cma_0122_128392_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0122_128392.jpg,artworks_met/blur/cma_0123_128842_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0123_128842.jpg,artworks_met/blur/cma_0123_128842_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0123_128842.jpg,artworks_met/blur/cma_0124_98823_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0124_98823.jpg,artworks_met/blur/cma_0124_98823_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0124_98823.jpg,artworks_met/blur/cma_0125_147938_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0125_147938.jpg,artworks_met/blur/cma_0125_147938_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0125_147938.jpg,artworks_met/blur/cma_0126_153603_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0126_153603.jpg,artworks_met/blur/cma_0126_153603_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0126_153603.jpg,artworks_met/blur/cma_0127_155860_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0127_155860.jpg,artworks_met/blur/cma_0127_155860_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0127_155860.jpg,artworks_met/blur/cma_0128_160289_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0128_160289.jpg,artworks_met/blur/cma_0128_160289_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0128_160289.jpg,artworks_met/blur/cma_0129_135538_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0129_135538.jpg,artworks_met/blur/cma_0129_135538_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0129_135538.jpg,artworks_met/blur/cma_0130_142792_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0130_142792.jpg,artworks_met/blur/cma_0130_142792_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0130_142792.jpg,artworks_met/blur/cma_0131_283088_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0131_283088.jpg,artworks_met/blur/cma_0131_283088_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0131_283088.jpg,artworks_met/blur/cma_0132_145412_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0132_145412.jpg,artworks_met/blur/cma_0132_145412_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0132_145412.jpg,artworks_met/blur/cma_0133_103366_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0133_103366.jpg,artworks_met/blur/cma_0133_103366_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0133_103366.jpg,artworks_met/blur/cma_0134_119143_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0134_119143.jpg,artworks_met/blur/cma_0134_119143_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0134_119143.jpg,artworks_met/blur/cma_0135_138885_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0135_138885.jpg,artworks_met/blur/cma_0135_138885_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0135_138885.jpg,artworks_met/blur/cma_0136_140078_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0136_140078.jpg,artworks_met/blur/cma_0136_140078_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0136_140078.jpg,artworks_met/blur/cma_0137_142560_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0137_142560.jpg,artworks_met/blur/cma_0137_142560_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0137_142560.jpg,artworks_met/blur/cma_0138_129799_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0138_129799.jpg,artworks_met/blur/cma_0138_129799_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0138_129799.jpg,artworks_met/blur/cma_0139_148021_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0139_148021.jpg,artworks_met/blur/cma_0139_148021_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0139_148021.jpg,artworks_met/blur/cma_0140_119132_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0140_119132.jpg,artworks_met/blur/cma_0140_119132_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0140_119132.jpg,artworks_met/blur/cma_0141_98627_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0141_98627.jpg,artworks_met/blur/cma_0141_98627_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0141_98627.jpg,artworks_met/blur/cma_0142_145450_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0142_145450.jpg,artworks_met/blur/cma_0142_145450_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0142_145450.jpg,artworks_met/blur/cma_0143_149146_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0143_149146.jpg,artworks_met/blur/cma_0143_149146_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0143_149146.jpg,artworks_met/blur/cma_0144_127239_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0144_127239.jpg,artworks_met/blur/cma_0144_127239_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0144_127239.jpg,artworks_met/blur/cma_0145_146148_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0145_146148.jpg,artworks_met/blur/cma_0145_146148_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0145_146148.jpg,artworks_met/blur/cma_0146_113202_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0146_113202.jpg,artworks_met/blur/cma_0146_113202_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0146_113202.jpg,artworks_met/blur/cma_0147_143165_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0147_143165.jpg,artworks_met/blur/cma_0147_143165_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0147_143165.jpg,artworks_met/blur/cma_0148_124739_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0148_124739.jpg,artworks_met/blur/cma_0148_124739_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0148_124739.jpg,artworks_met/blur/cma_0149_172815_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0149_172815.jpg,artworks_met/blur/cma_0149_172815_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0149_172815.jpg,artworks_met/blur/cma_0150_145407_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0150_145407.jpg,artworks_met/blur/cma_0150_145407_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0150_145407.jpg,artworks_met/blur/cma_0151_137198_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0151_137198.jpg,artworks_met/blur/cma_0151_137198_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0151_137198.jpg,artworks_met/blur/cma_0152_145463_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0152_145463.jpg,artworks_met/blur/cma_0152_145463_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0152_145463.jpg,artworks_met/blur/cma_0153_159234_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0153_159234.jpg,artworks_met/blur/cma_0153_159234_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0153_159234.jpg,artworks_met/blur/cma_0154_106088_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0154_106088.jpg,artworks_met/blur/cma_0154_106088_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0154_106088.jpg,artworks_met/blur/cma_0155_115405_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0155_115405.jpg,artworks_met/blur/cma_0155_115405_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0155_115405.jpg,artworks_met/blur/cma_0156_135310_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0156_135310.jpg,artworks_met/blur/cma_0156_135310_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0156_135310.jpg,artworks_met/blur/cma_0157_152834_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0157_152834.jpg,artworks_met/blur/cma_0157_152834_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0157_152834.jpg,artworks_met/blur/cma_0158_130130_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0158_130130.jpg,artworks_met/blur/cma_0158_130130_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0158_130130.jpg,artworks_met/blur/cma_0159_144743_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0159_144743.jpg,artworks_met/blur/cma_0159_144743_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0159_144743.jpg,artworks_met/blur/cma_0160_153765_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0160_153765.jpg,artworks_met/blur/cma_0160_153765_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0160_153765.jpg,artworks_met/blur/cma_0161_114974_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0161_114974.jpg,artworks_met/blur/cma_0161_114974_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0161_114974.jpg,artworks_met/blur/cma_0162_168322_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0162_168322.jpg,artworks_met/blur/cma_0162_168322_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0162_168322.jpg,artworks_met/blur/cma_0163_129216_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0163_129216.jpg,artworks_met/blur/cma_0163_129216_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0163_129216.jpg,artworks_met/blur/cma_0164_149101_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0164_149101.jpg,artworks_met/blur/cma_0164_149101_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0164_149101.jpg,artworks_met/blur/cma_0165_135336_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0165_135336.jpg,artworks_met/blur/cma_0165_135336_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0165_135336.jpg,artworks_met/blur/cma_0166_112876_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0166_112876.jpg,artworks_met/blur/cma_0166_112876_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0166_112876.jpg,artworks_met/blur/cma_0167_141644_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0167_141644.jpg,artworks_met/blur/cma_0167_141644_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0167_141644.jpg,artworks_met/blur/cma_0168_122979_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0168_122979.jpg,artworks_met/blur/cma_0168_122979_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0168_122979.jpg,artworks_met/blur/cma_0169_147084_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0169_147084.jpg,artworks_met/blur/cma_0169_147084_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0169_147084.jpg,artworks_met/blur/cma_0170_137298_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0170_137298.jpg,artworks_met/blur/cma_0170_137298_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0170_137298.jpg,artworks_met/blur/cma_0171_147480_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0171_147480.jpg,artworks_met/blur/cma_0171_147480_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0171_147480.jpg,artworks_met/blur/cma_0172_147155_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0172_147155.jpg,artworks_met/blur/cma_0172_147155_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0172_147155.jpg,artworks_met/blur/cma_0173_136680_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0173_136680.jpg,artworks_met/blur/cma_0173_136680_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0173_136680.jpg,artworks_met/blur/cma_0174_135185_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0174_135185.jpg,artworks_met/blur/cma_0174_135185_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0174_135185.jpg,artworks_met/blur/cma_0175_152017_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0175_152017.jpg,artworks_met/blur/cma_0175_152017_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0175_152017.jpg,artworks_met/blur/cma_0176_121188_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0176_121188.jpg,artworks_met/blur/cma_0176_121188_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0176_121188.jpg,artworks_met/blur/cma_0177_123168_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0177_123168.jpg,artworks_met/blur/cma_0177_123168_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0177_123168.jpg,artworks_met/blur/cma_0178_141935_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0178_141935.jpg,artworks_met/blur/cma_0178_141935_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0178_141935.jpg,artworks_met/blur/cma_0179_136217_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0179_136217.jpg,artworks_met/blur/cma_0179_136217_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0179_136217.jpg,artworks_met/blur/cma_0180_135420_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0180_135420.jpg,artworks_met/blur/cma_0180_135420_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0180_135420.jpg,artworks_met/blur/cma_0181_130939_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0181_130939.jpg,artworks_met/blur/cma_0181_130939_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0181_130939.jpg,artworks_met/blur/cma_0182_144495_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0182_144495.jpg,artworks_met/blur/cma_0182_144495_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0182_144495.jpg,artworks_met/blur/cma_0183_161427_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0183_161427.jpg,artworks_met/blur/cma_0183_161427_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0183_161427.jpg,artworks_met/blur/cma_0184_144961_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0184_144961.jpg,artworks_met/blur/cma_0184_144961_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0184_144961.jpg,artworks_met/blur/cma_0185_114684_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0185_114684.jpg,artworks_met/blur/cma_0185_114684_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0185_114684.jpg,artworks_met/blur/cma_0186_147519_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0186_147519.jpg,artworks_met/blur/cma_0186_147519_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0186_147519.jpg,artworks_met/blur/cma_0187_119326_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0187_119326.jpg,artworks_met/blur/cma_0187_119326_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0187_119326.jpg,artworks_met/blur/cma_0188_144280_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0188_144280.jpg,artworks_met/blur/cma_0188_144280_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0188_144280.jpg,artworks_met/blur/cma_0189_142298_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0189_142298.jpg,artworks_met/blur/cma_0189_142298_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0189_142298.jpg,artworks_met/blur/cma_0190_129300_blur.jpg,not_plagiarized,blur,negative
artworks_met/cma_0190_129300.jpg,artworks_met/blur/cma_0190_129300_blur.jpg,plagiarized,blur,positive
artworks_met/cma_0190_129300.jpg,artworks_met/blur/cma_0191_93992_blur.jpg,not_plagiarized,blur,negative
