image_id,file_path,object_id,title,artist,date,medium,department,source_url,image_url,license,source
cma_122351,artworks_met/cma_0098_122351.jpg,122351,"The Burning of the Houses of Lords and Commons, 16 October 1834","Joseph Mallord William Turner (British, 1775–1851)",1835,oil on canvas,Modern European Painting and Sculpture,https://clevelandart.org/art/1942.647,https://openaccess-cdn.clevelandart.org/1942.647/1942.647_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_126769,artworks_met/cma_0099_126769.jpg,126769,Fight Between a Tiger and a Buffalo,"Henri Rousseau (French, 1844–1910)",1908,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1949.186,https://openaccess-cdn.clevelandart.org/1949.186/1949.186_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135661,artworks_met/cma_0100_135661.jpg,135661,Diana and Her Nymphs Departing for the Hunt,"Peter Paul Rubens (Flemish, 1577–1640); Workshop",c. 1615,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1959.190,https://openaccess-cdn.clevelandart.org/1959.190/1959.190_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135214,artworks_met/cma_0101_135214.jpg,135214,The Troubadour,"Honoré Daumier (French, 1808–1879)",1868–73,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1958.23,https://openaccess-cdn.clevelandart.org/1958.23/1958.23_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_97155,artworks_met/cma_0102_97155.jpg,97155,Portrait of a Couple,,c. 1580–88,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1916.793,https://openaccess-cdn.clevelandart.org/1916.793/1916.793_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_134072,artworks_met/cma_0103_134072.jpg,134072,Sunny Autumn Day,"George Inness (American, 1825–1894)",1892,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1956.578,https://openaccess-cdn.clevelandart.org/1956.578/1956.578_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_124089,artworks_met/cma_0104_124089.jpg,124089,Portrait of a Woman,"Rembrandt van Rijn (Dutch, 1606–1669); Studio",1635 or earlier,oil on wood,European Painting and Sculpture,https://clevelandart.org/art/1944.90,https://openaccess-cdn.clevelandart.org/1944.90/1944.90_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_136510,artworks_met/cma_0105_136510.jpg,136510,Water Lilies (Agapanthus),"Claude Monet (French, 1840–1926)",c. 1915–26,oil on canvas,Modern European Painting and Sculpture,https://clevelandart.org/art/1960.81,https://openaccess-cdn.clevelandart.org/1960.81/1960.81_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_155783,artworks_met/cma_0106_155783.jpg,155783,The Power of Music,"William Sidney Mount (American, 1807–1868)",1847,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1991.110,https://openaccess-cdn.clevelandart.org/1991.110/1991.110_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_136911,artworks_met/cma_0107_136911.jpg,136911,View of Florence,"Thomas Cole (American, born England,1801–1848)",1837,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1961.39,https://openaccess-cdn.clevelandart.org/1961.39/1961.39_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_147017,artworks_met/cma_0108_147017.jpg,147017,"Branch Hill Pond, Hampstead","John Constable (British, 1776–1837)",1828,oil on canvas,Modern European Painting and Sculpture,https://clevelandart.org/art/1972.48,https://openaccess-cdn.clevelandart.org/1972.48/1972.48_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_143602,artworks_met/cma_0109_143602.jpg,143602,Low Waterfall in a Wooded Landscape with a Dead Beech Tree,"Jacob van Ruisdael (Dutch, 1628/29–1682)",c. 1660–70,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1967.63,https://openaccess-cdn.clevelandart.org/1967.63/1967.63_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135539,artworks_met/cma_0110_135539.jpg,135539,"Mourner from the Tomb of Philip the Bold, Duke of Burgundy (1364–1404)","Claus de Werve (Netherlandish, 1380–1439)",1404–10,vizille alabaster,Medieval Art,https://clevelandart.org/art/1958.67,https://openaccess-cdn.clevelandart.org/1958.67/1958.67_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_149768,artworks_met/cma_0111_149768.jpg,149768,Saint John the Baptist in a Landscape,"Petrus Christus (Netherlandish, c. 1410–1475/76)",c. 1445,oil on panel,Medieval Art,https://clevelandart.org/art/1979.80,https://openaccess-cdn.clevelandart.org/1979.80/1979.80_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_156112,artworks_met/cma_0112_156112.jpg,156112,Tea Table,"Carlo Bugatti (Italian, 1856–1940)",c. 1907,"inlaid wood (mahogany?), cast and gilded bronze mounts, inlays of ivory or bone, metal, and mother-of-pearl (marine mussels or pearl oysters)",Decorative Art and Design,https://clevelandart.org/art/1991.45,https://openaccess-cdn.clevelandart.org/1991.45/1991.45_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_111811,artworks_met/cma_0113_111811.jpg,111811,"Nataraja, Shiva as the Lord of Dance",,1000s,Bronze,Indian and Southeast Asian Art,https://clevelandart.org/art/1930.331,https://openaccess-cdn.clevelandart.org/1930.331/1930.331_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_155665,artworks_met/cma_0114_155665.jpg,155665,Red-Figure Calyx-Krater (Mixing Vessel): Medea in Chariot (A); Telephos with Baby Orestes (B),"Policoro Painter (South Italian, Lucanian, active c. 400 BCE)",c. 400 BCE,ceramic,Greek and Roman Art,https://clevelandart.org/art/1991.1,https://openaccess-cdn.clevelandart.org/1991.1/1991.1_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_122338,artworks_met/cma_0115_122338.jpg,122338,The Annunciation,"Albert Bouts (Netherlandish, 1451/55–1549)",c. 1480,oil on wood,Medieval Art,https://clevelandart.org/art/1942.635,https://openaccess-cdn.clevelandart.org/1942.635/1942.635_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_123985,artworks_met/cma_0116_123985.jpg,123985,The Wade Cup with Animated Script,,1200–1221,brass inlaid with silver,Islamic Art,https://clevelandart.org/art/1944.485,https://openaccess-cdn.clevelandart.org/1944.485/1944.485_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_149665,artworks_met/cma_0117_149665.jpg,149665,Ruin by the Sea,"Arnold Böcklin (Swiss, 1827–1901)",1881,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1979.57,https://openaccess-cdn.clevelandart.org/1979.57/1979.57_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_171296,artworks_met/cma_0118_171296.jpg,171296,Vale of Kashmir,"Robert S. Duncanson (American, 1821–1872)",1867,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/2014.12,https://openaccess-cdn.clevelandart.org/2014.12/2014.12_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_148753,artworks_met/cma_0119_148753.jpg,148753,Violette Heymann,"Odilon Redon (French, 1840–1916)",1910,pastel on gray wove paper,Drawings,https://clevelandart.org/art/1926.1976,https://openaccess-cdn.clevelandart.org/1926.1976/1926.1976_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_106841,artworks_met/cma_0120_106841.jpg,106841,Table Fountain,,c. 1320–40,gilt-silver and translucent enamels,Medieval Art,https://clevelandart.org/art/1924.859,https://openaccess-cdn.clevelandart.org/1924.859/1924.859_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135920,artworks_met/cma_0121_135920.jpg,135920,Saint Lawrence,"Tilman Riemenschneider (German, active Würzburg, c. 1460–1531)",1502–8,lindenwood with polychromy and gilding,Medieval Art,https://clevelandart.org/art/1959.42,https://openaccess-cdn.clevelandart.org/1959.42/1959.42_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_128392,artworks_met/cma_0122_128392.jpg,128392,"Edge of the Woods Near L'Hermitage, Pontoise","Camille Pissarro (French, 1830–1903)",1879,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1951.356,https://openaccess-cdn.clevelandart.org/1951.356/1951.356_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_128842,artworks_met/cma_0123_128842.jpg,128842,Saint Peter Repentant,"Georges de La Tour (French, 1593–1652)",1645,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1951.454,https://openaccess-cdn.clevelandart.org/1951.454/1951.454_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_98823,artworks_met/cma_0124_98823.jpg,98823,Amitabha Triad,,1400s,bronze with traces of gilding,Korean Art,https://clevelandart.org/art/1918.501,https://openaccess-cdn.clevelandart.org/1918.501/1918.501_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_147938,artworks_met/cma_0125_147938.jpg,147938,"Interior of the Pantheon, Rome","Giovanni Paolo Panini (Italian, 1691–1765)",1747,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1974.39,https://openaccess-cdn.clevelandart.org/1974.39/1974.39_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_153603,artworks_met/cma_0126_153603.jpg,153603,Portrait of Machtelt Suijs,"Maerten van Heemskerck (Dutch, 1498–1574)",c. 1540–45,oil on wood,European Painting and Sculpture,https://clevelandart.org/art/1987.136,https://openaccess-cdn.clevelandart.org/1987.136/1987.136_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_155860,artworks_met/cma_0127_155860.jpg,155860,The Young Eastern Woman,"Friedrich Amerling (Austrian, 1803–1887)",1838,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1991.163,https://openaccess-cdn.clevelandart.org/1991.163/1991.163_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_160289,artworks_met/cma_0128_160289.jpg,160289,Portrait of Lisa Colt Curtis,"John Singer Sargent (American, born Italy, 1856–1925)",1898,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1998.168,https://openaccess-cdn.clevelandart.org/1998.168/1998.168_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_135538,artworks_met/cma_0129_135538.jpg,135538,"Mourner from the Tomb of Philip the Bold, Duke of Burgundy (1364–1404)","Claus de Werve (Netherlandish, 1380–1439)",1404–10,vizille alabaster,Medieval Art,https://clevelandart.org/art/1958.66,https://openaccess-cdn.clevelandart.org/1958.66/1958.66_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_142792,artworks_met/cma_0130_142792.jpg,142792,Wrestlers in a Circus,"Ernst Ludwig Kirchner (German, 1880–1938)",1909,oil on canvas,Modern European Painting and Sculpture,https://clevelandart.org/art/1966.49,https://openaccess-cdn.clevelandart.org/1966.49/1966.49_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_283088,artworks_met/cma_0131_283088.jpg,283088,Icon of the New Testament Trinity,,c. 1450,Tempera and gold on wood panel (poplar),Medieval Art,https://clevelandart.org/art/2016.32,https://openaccess-cdn.clevelandart.org/2016.32/2016.32_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_145412,artworks_met/cma_0132_145412.jpg,145412,Portrait of Hottō Enmyō Kokushi,,c. 1295–1315,"Hinoki cypress wood with lacquer, metal staples and fittings",Japanese Art,https://clevelandart.org/art/1970.67,https://openaccess-cdn.clevelandart.org/1970.67/1970.67_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_103366,artworks_met/cma_0133_103366.jpg,103366,Elizabeth Beltzhoover Mason,"Gilbert Stuart (American, 1755–1828)",c. 1803–5,oil on canvas,American Painting and Sculpture,https://clevelandart.org/art/1921.428,https://openaccess-cdn.clevelandart.org/1921.428/1921.428_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_119143,artworks_met/cma_0134_119143.jpg,119143,Mourner from the Tomb of John the Fearless and Margaret of Bavaria,"Jean de la Huerta (Spanish, active Burgundy, 1431–62)",1443–45,salins alabaster,Medieval Art,https://clevelandart.org/art/1940.129,https://openaccess-cdn.clevelandart.org/1940.129/1940.129_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_138885,artworks_met/cma_0135_138885.jpg,138885,"Hours of Queen Isabella the Catholic, Queen of Spain","Master of the First Prayerbook of Maximillian (Flemish, c. 1444–1519); Associates",c. 1500,"ink, tempera, and gold on vellum",Medieval Art,https://clevelandart.org/art/1963.256,https://openaccess-cdn.clevelandart.org/1963.256/1963.256_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_140078,artworks_met/cma_0136_140078.jpg,140078,"La Cervara, the Roman Campagna","Jean Baptiste Camille Corot (French, 1796–1875)",c. 1830–31,oil on fabric,Modern European Painting and Sculpture,https://clevelandart.org/art/1963.91,https://openaccess-cdn.clevelandart.org/1963.91/1963.91_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_142560,artworks_met/cma_0137_142560.jpg,142560,Standing Buddha,,c. 900,brass with silver and copper inlay,Indian and Southeast Asian Art,https://clevelandart.org/art/1966.30,https://openaccess-cdn.clevelandart.org/1966.30/1966.30_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_129799,artworks_met/cma_0138_129799.jpg,129799,Backrest of a Litter,,"1185–1275 (radiocarbon date, 95.4% probability)","mixed media:  wood, gold alloy, pigment, shell inlay",Art of the Americas,https://clevelandart.org/art/1952.233,https://openaccess-cdn.clevelandart.org/1952.233/1952.233_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_148021,artworks_met/cma_0139_148021.jpg,148021,Eleven-Headed Bodhisattva of Compassion (Avalokiteshvara),,around 1000,gilt bronze with silver and copper inlay,Indian and Southeast Asian Art,https://clevelandart.org/art/1975.101,https://openaccess-cdn.clevelandart.org/1975.101/1975.101_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_119132,artworks_met/cma_0140_119132.jpg,119132,"Mourner from the Tomb of Philip the Bold, Duke of Burgundy (1364–1404)","Claus de Werve (Netherlandish, 1380–1439)",1404–1410,vizille alabaster,Medieval Art,https://clevelandart.org/art/1940.128,https://openaccess-cdn.clevelandart.org/1940.128/1940.128_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_98627,artworks_met/cma_0141_98627.jpg,98627,The Age of Bronze,"Auguste Rodin (French, 1840–1917)",1875–76,bronze,Modern European Painting and Sculpture,https://clevelandart.org/art/1918.328,https://openaccess-cdn.clevelandart.org/1918.328/1918.328_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_145450,artworks_met/cma_0142_145450.jpg,145450,Interior of a Church,"Emanuel de Witte (Dutch, c. 1617–1692)",c. 1680,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1971.1,https://openaccess-cdn.clevelandart.org/1971.1/1971.1_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_149146,artworks_met/cma_0143_149146.jpg,149146,Raft Cup,"Zhu Bishan (Chinese, c. 1300–after 1362)",1300s–1400s,"hammered silver soldered together, with chased decoration",Chinese Art,https://clevelandart.org/art/1977.7,https://openaccess-cdn.clevelandart.org/1977.7/1977.7_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_127239,artworks_met/cma_0144_127239.jpg,127239,Seated Male Carrying Maize,,1325–1521,"stone, pigment",Art of the Americas,https://clevelandart.org/art/1949.555,https://openaccess-cdn.clevelandart.org/1949.555/1949.555_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_146148,artworks_met/cma_0145_146148.jpg,146148,Basket of Plums,"Anne Vallayer-Coster (French, 1744–1818)",1769,oil on canvas,European Painting and Sculpture,https://clevelandart.org/art/1971.47,https://openaccess-cdn.clevelandart.org/1971.47/1971.47_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_113202,artworks_met/cma_0146_113202.jpg,113202,The Holy Family with Saint John the Baptist and Saint Margaret,"Filippino Lippi (Italian, c. 1457–1504)",c. 1488–93,tempera and oil on wood,Medieval Art,https://clevelandart.org/art/1932.227,https://openaccess-cdn.clevelandart.org/1932.227/1932.227_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_143165,artworks_met/cma_0147_143165.jpg,143165,Icon of the Virgin and Child,,500s CE,wool and dye,Textiles,https://clevelandart.org/art/1967.144,https://openaccess-cdn.clevelandart.org/1967.144/1967.144_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_124739,artworks_met/cma_0148_124739.jpg,124739,Mantle,,c. 300 BCE–200 CE,camelid fiber: plain weave with embroidery,Textiles,https://clevelandart.org/art/1946.226,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_172815,artworks_met/cma_0149_172815.jpg,172815,"Mount Starr King, Yosemite","Albert Bierstadt (American, born Prussia [now Germany], 1830–1902)",1866,oil on canvas on panel-back stretcher,American Painting and Sculpture,https://clevelandart.org/art/1922.684,https://openaccess-cdn.clevelandart.org/1922.684/1922.684_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_145407,artworks_met/cma_0150_145407.jpg,145407,Ganesha,,c. 1070,bronze,Indian and Southeast Asian Art,https://clevelandart.org/art/1970.62,https://openaccess-cdn.clevelandart.org/1970.62/1970.62_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
cma_137198,artworks_met/cma_0151_137198.jpg,137198,Jar with Lion-Head Handles,,1300s,porcelain with underglaze painted decoration,Chinese Art,https://clevelandart.org/art/1962.154,https://openaccess-cdn.clevelandart.org/1962.154/1962.154_web.jpg,CC0 1.0 / Public Domain,Cleveland Museum of Art
